,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time,risk_level_real,risk_level_lbpr,risk_level_lbsp,risk_level_mlp,risk_level_ran,risk_level_gbc,voting
13364,0.1666666666666669,0.6201550387596899,0.6526172671651937,0.6314984709480123,0.2923898531375167,0.4838709677419355,0.8855421686746988,0.9838709677419354,0.4333333333333333,0.0,0.3333333333333333,0.0354330708661417,0.5,0.1764705882352941,4,4,4,4,4,4,4.0
2294,0.1666666666666669,0.5038759689922481,0.5381826421935192,0.7018348623853211,0.308411214953271,0.5483870967741935,0.2640562248995984,0.2096774193548386,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0078740157480314,1.0,0.0,1,1,1,1,1,1,1.0
11619,0.3333333333333335,0.3565891472868217,0.5288919102651258,0.691131498470948,0.890520694259012,0.4838709677419355,0.7439759036144578,0.2580645161290321,0.0,0.9999999999999998,0.0,0.0905511811023622,1.0,0.0,1,1,1,1,1,1,1.0
20126,0.8333333333333335,0.6356589147286822,0.6741445728529345,0.5795107033639144,0.0987983978638184,0.5161290322580645,0.2439759036144578,0.4516129032258064,0.4333333333333333,0.0,0.3666666666666667,0.0118110236220472,0.5,0.0,2,1,3,3,3,3,3.0
23154,1.0,0.9534883720930232,0.7971901200997055,0.6529051987767585,0.109479305740988,0.5161290322580645,0.2479919678714859,0.4999999999999999,0.0666666666666666,0.3720930232558138,0.0,0.1614173228346456,1.0,0.0588235294117647,3,1,2,3,2,2,2.0
7887,0.0,0.1317829457364341,0.3174711080897349,0.764525993883792,0.9425901201602136,0.6129032258064515,0.7479919678714859,0.2258064516129031,0.0,0.9999999999999998,0.0,0.2677165354330708,0.5,0.1764705882352941,1,1,1,1,1,1,1.0
12931,0.1666666666666669,0.3720930232558139,0.5209607976433266,0.6131498470948012,0.1148197596795727,0.5161290322580645,0.2248995983935743,0.7419354838709676,0.4333333333333333,0.0,0.0,0.9094488188976376,0.5,0.0588235294117647,3,4,4,3,3,3,3.0
13846,0.1666666666666669,0.6356589147286822,0.6809426693859053,0.6330275229357799,0.5594125500667557,0.5161290322580645,0.8744979919678714,0.8709677419354839,0.4333333333333333,0.0,0.3333333333333333,0.0118110236220472,0.5,0.0,4,3,3,4,4,4,4.0
13265,0.1666666666666669,0.6976744186046512,0.578744618173578,0.7140672782874619,0.2510013351134846,0.4193548387096775,0.8504016064257028,0.8870967741935484,0.4333333333333333,0.0,0.3333333333333333,0.0629921259842519,0.25,0.0588235294117647,4,4,4,4,4,4,4.0
17633,0.3333333333333335,0.6201550387596899,0.5234534330387491,0.6146788990825689,0.0787716955941255,0.4193548387096775,0.2208835341365461,0.5322580645161291,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0039370078740157,0.5,0.0,1,1,2,2,2,2,2.0
14239,0.1666666666666669,0.8604651162790697,0.7228642646725584,0.6926605504587157,0.1041388518024031,0.4193548387096775,0.2520080321285141,0.7903225806451614,0.4333333333333333,0.0,0.3333333333333333,0.0118110236220472,0.5,0.0,4,4,4,4,4,4,4.0
15374,0.3333333333333335,0.4031007751937984,0.4300929073192839,0.6238532110091743,0.5500667556742322,0.5161290322580645,0.9016064257028112,0.6451612903225806,0.0666666666666666,0.3720930232558138,1.0,0.1102362204724409,0.75,0.0588235294117647,2,2,2,2,2,2,2.0
12572,0.1666666666666669,0.7751937984496124,0.6514842510763653,0.6529051987767585,0.3604806408544727,0.4516129032258065,0.9056224899598394,0.5806451612903226,0.4333333333333333,0.0,0.0,0.0551181102362204,1.0,0.0,2,3,2,2,3,2,2.0
19048,0.8333333333333335,0.7054263565891473,0.7421255381826423,0.7370030581039756,0.7903871829105473,0.4193548387096775,0.9528112449799198,0.4516129032258064,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.1574803149606299,1.0,0.0,2,2,2,2,2,3,2.0
13820,0.1666666666666669,0.2635658914728682,0.5934738273283481,0.7568807339449541,0.1255006675567423,0.5161290322580645,0.3032128514056225,0.7741935483870966,0.4333333333333333,0.0,0.3333333333333333,0.326771653543307,1.0,0.5294117647058824,4,4,4,4,4,4,4.0
13299,0.1666666666666669,0.813953488372093,0.6732381599818718,0.5871559633027523,0.0987983978638184,0.4516129032258065,0.2399598393574297,0.7741935483870966,0.4333333333333333,0.0,0.3333333333333333,0.0393700787401574,0.5,0.0588235294117647,4,4,4,4,4,4,4.0
12210,0.3333333333333335,0.0,0.206888737820077,0.6529051987767585,0.1522029372496662,0.8064516129032255,0.2399598393574297,0.3387096774193548,0.0333333333333333,0.9999999999999998,0.0,0.0433070866141732,0.5,0.1176470588235294,1,1,1,1,1,1,1.0
18953,0.8333333333333335,0.3565891472868217,0.5128030818037617,0.6299694189602447,0.9158878504672898,0.5161290322580645,0.92570281124498,0.4032258064516129,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.84251968503937,0.5,0.6470588235294118,3,3,3,3,3,3,3.0
8807,0.1666666666666669,0.0,0.2023566734647632,0.6529051987767585,0.1468624833110814,0.7741935483870965,0.2279116465863453,0.2419354838709676,0.0666666666666666,0.9999999999999998,0.0,0.2480314960629921,0.5,0.2941176470588235,2,2,2,1,1,2,2.0
21630,0.8333333333333335,0.813953488372093,0.6779968275549513,0.6529051987767585,0.1722296395193591,0.5161290322580645,0.7048192771084337,0.5322580645161291,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.3464566929133858,1.0,0.2941176470588235,3,2,2,3,3,3,3.0
13334,0.1666666666666669,0.4418604651162791,0.4493541808293678,0.6207951070336392,0.1201602136181575,0.4516129032258065,0.9367469879518072,0.7419354838709676,0.4333333333333333,0.0,0.0,0.4409448818897638,0.25,0.5294117647058824,3,3,3,3,3,3,3.0
20737,0.8333333333333335,0.5271317829457365,0.7387264899161569,0.7217125382262998,0.1201602136181575,0.4193548387096775,0.2248995983935743,0.4999999999999999,0.0666666666666666,0.2480620155038759,0.0,0.0433070866141732,1.0,0.0,1,1,1,1,1,2,1.0
10749,0.1666666666666669,0.2170542635658914,0.5399954679356447,0.798165137614679,0.3404539385847797,0.3548387096774195,0.575301204819277,0.2741935483870968,0.0,0.9999999999999998,0.0,0.2952755905511811,0.5,0.2352941176470588,1,1,1,1,1,1,1.0
23152,1.0,0.9534883720930232,0.7978699297530025,0.6880733944954129,0.1829105473965287,0.4838709677419355,0.5240963855421688,0.5161290322580646,0.0666666666666666,0.3720930232558138,0.0,0.1496062992125984,1.0,0.0588235294117647,3,1,2,3,2,3,2.0
11566,0.3333333333333335,0.4108527131782946,0.6136415137094947,0.6529051987767585,0.4285714285714285,0.3225806451612905,0.7248995983935743,0.3225806451612903,0.0,0.9999999999999998,0.0,0.0629921259842519,1.0,0.0,1,1,1,1,1,1,1.0
13603,0.1666666666666669,0.813953488372093,0.6813958758214367,0.5519877675840978,0.0987983978638184,0.4193548387096775,0.2479919678714859,0.8225806451612904,0.4333333333333333,0.0,0.3333333333333333,0.0393700787401574,1.0,0.0,4,3,3,4,4,4,4.0
21634,0.8333333333333335,0.7751937984496124,0.6535236800362565,0.5963302752293579,0.0987983978638184,0.5161290322580645,0.2520080321285141,0.5161290322580646,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.3346456692913386,1.0,0.2941176470588235,2,2,2,3,3,3,3.0
16717,0.3333333333333335,0.8372093023255813,0.6983911171538636,0.691131498470948,0.2616822429906542,0.4193548387096775,0.6024096385542168,0.6129032258064516,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0748031496062992,1.0,0.0588235294117647,3,2,2,2,3,3,2.0
1190,0.1666666666666669,0.3875968992248062,0.5742125538182642,0.5764525993883792,0.2510013351134846,0.4838709677419355,0.2439759036144578,0.1451612903225806,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0551181102362204,1.0,0.1176470588235294,1,1,1,1,1,1,1.0
14819,0.1666666666666669,0.3875968992248062,0.4187627464309993,0.4113149847094801,0.0627503337783711,0.4193548387096775,0.2128514056224899,0.7741935483870966,0.4333333333333333,0.0,0.3333333333333333,0.0393700787401574,0.25,0.0588235294117647,3,3,3,3,3,3,3.0
7387,0.0,0.0,0.203942895989123,0.6529051987767585,0.1668891855807743,0.5806451612903225,0.2831325301204819,0.1935483870967741,0.0,0.9999999999999998,0.0,0.2440944881889764,0.5,0.2941176470588235,1,1,1,1,1,1,1.0
13040,0.1666666666666669,0.7054263565891473,0.5857693179243145,0.672782874617737,0.0841121495327102,0.4193548387096775,0.2600401606425702,0.5806451612903226,0.4333333333333333,0.0,0.0,0.0590551181102362,0.5,0.0588235294117647,3,3,3,3,3,3,3.0
12935,0.1666666666666669,0.4186046511627906,0.5816904600045321,0.717125382262997,0.397863818424566,0.5161290322580645,0.8303212851405622,0.7096774193548386,0.4333333333333333,0.0,0.0,0.952755905511811,0.5,0.4705882352941176,3,3,3,3,3,2,3.0
15288,0.1666666666666669,0.6589147286821705,0.6968048946295038,0.6116207951070337,0.1668891855807743,0.4838709677419355,0.6656626506024096,0.5322580645161291,0.4333333333333333,0.0,0.0,0.2204724409448819,1.0,0.1764705882352941,3,2,3,3,3,3,3.0
12675,0.1666666666666669,0.7441860465116279,0.6165873555404486,0.6865443425076453,0.7169559412550066,0.5161290322580645,0.9016064257028112,0.6612903225806451,0.4333333333333333,0.0,0.0,0.0629921259842519,1.0,0.0,2,3,3,2,3,2,3.0
9367,0.1666666666666669,0.3643410852713178,0.5461137548153184,0.6024464831804281,0.2202937249666222,0.225806451612903,0.1847389558232931,0.2903225806451613,0.0666666666666666,0.9999999999999998,0.0,0.3149606299212598,0.5,0.2352941176470588,1,1,1,1,1,1,1.0
22072,0.8333333333333335,0.6356589147286822,0.5447541355087242,0.5535168195718655,0.4966622162883844,0.4193548387096775,0.8975903614457832,0.3870967741935484,0.0666666666666666,0.1860465116279069,0.3999999999999999,0.0314960629921259,1.0,0.0588235294117647,1,3,1,1,2,3,3.0
8217,0.1666666666666669,0.0,0.2053025152957172,0.6529051987767585,0.1522029372496662,0.6774193548387095,0.2399598393574297,0.2580645161290321,0.0,0.9999999999999998,0.0,0.1496062992125984,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
4355,0.3333333333333335,0.0,0.2073419442556084,0.6529051987767585,0.1522029372496662,0.5483870967741935,0.2640562248995984,0.2741935483870968,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0866141732283464,0.75,0.0588235294117647,2,1,1,2,2,2,2.0
5157,0.3333333333333335,0.5271317829457365,0.4430092907319284,0.6085626911314985,0.1882510013351134,0.5483870967741935,0.2640562248995984,0.0483870967741935,0.0333333333333333,0.9999999999999998,0.0541666666666666,0.1023622047244094,0.75,0.1176470588235294,2,1,1,1,1,2,1.0
14676,0.1666666666666669,0.5581395348837209,0.5889417629730342,0.6529051987767585,0.0841121495327102,0.4193548387096775,0.2319277108433735,0.7903225806451614,0.4333333333333333,0.0,0.3333333333333333,0.0393700787401574,1.0,0.0588235294117647,3,3,3,3,3,3,3.0
16545,0.3333333333333335,0.7674418604651163,0.6492182188987083,0.7125382262996942,0.6755674232309745,0.5161290322580645,0.9016064257028112,0.7258064516129031,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0118110236220472,1.0,0.0,2,2,2,2,2,2,2.0
605,0.1666666666666669,0.6744186046511628,0.5685474733741219,0.7262996941896025,0.9532710280373832,0.225806451612903,0.7208835341365462,0.1774193548387096,0.0666666666666666,0.3720930232558138,0.0,0.0511811023622047,0.75,0.0588235294117647,1,1,1,1,1,1,1.0
13304,0.1666666666666669,0.6744186046511628,0.5744391570360299,0.4510703363914373,0.0841121495327102,0.4193548387096775,0.2319277108433735,0.7903225806451614,0.4333333333333333,0.0,0.3333333333333333,0.0472440944881889,0.0,0.4117647058823529,4,3,3,4,4,4,4.0
1389,0.1666666666666669,0.1937984496124031,0.2331747110808973,0.5076452599388379,0.1668891855807743,0.6774193548387095,0.2791164658634538,0.1290322580645161,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0393700787401574,1.0,0.0,1,1,1,1,1,1,1.0
9808,0.1666666666666669,0.0,0.2053025152957172,0.6529051987767585,0.1468624833110814,0.6451612903225805,0.2479919678714859,0.1451612903225806,0.0,0.9999999999999998,0.0,0.1377952755905512,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
3895,0.3333333333333335,0.1085271317829457,0.2780421481985044,0.6529051987767585,0.157543391188251,0.5483870967741935,0.2640562248995984,0.1290322580645161,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0354330708661417,0.5,0.0588235294117647,2,2,2,1,2,2,2.0
15057,0.1666666666666669,0.6046511627906976,0.6397008837525493,0.6529051987767585,0.1668891855807743,0.5161290322580645,0.4959839357429719,0.5967741935483871,0.4333333333333333,0.0,0.0,0.0236220472440944,0.75,0.0588235294117647,2,3,2,2,2,2,2.0
15983,0.3333333333333335,0.0775193798449612,0.2232041694992069,0.6376146788990826,0.0520694259012016,0.5806451612903225,0.3383534136546185,0.6129032258064516,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0629921259842519,0.5,0.0,2,2,2,2,2,2,2.0
14296,0.1666666666666669,0.4806201550387596,0.5211874008610923,0.5703363914373089,0.2616822429906542,0.5161290322580645,0.5391566265060241,0.8709677419354839,0.4333333333333333,0.0,0.3333333333333333,0.0354330708661417,1.0,0.0,3,3,3,3,3,3,3.0
17458,0.3333333333333335,0.2635658914728682,0.3754815318377521,0.6957186544342508,0.0841121495327102,0.4838709677419355,0.4216867469879518,0.7096774193548386,0.0666666666666666,0.3720930232558138,1.0,0.9724409448818896,1.0,0.8235294117647058,3,4,4,3,3,4,4.0
14976,0.1666666666666669,0.7131782945736433,0.8400181282574213,0.6314984709480123,0.664886515353805,0.5483870967741935,0.8855421686746988,0.7258064516129031,0.4333333333333333,0.0,0.3333333333333333,0.3149606299212598,1.0,0.0588235294117647,4,4,4,4,4,4,4.0
14350,0.1666666666666669,0.0542635658914728,0.239292997960571,0.4174311926605505,0.0360480640854472,0.5161290322580645,0.2319277108433735,0.7903225806451614,0.4333333333333333,0.0,0.3333333333333333,0.4015748031496063,1.0,0.0,3,4,4,4,4,4,4.0
14384,0.1666666666666669,0.3565891472868217,0.7629730342170858,0.798165137614679,0.3137516688918558,0.6129032258064515,0.5080321285140562,0.7741935483870966,0.4333333333333333,0.0,0.3333333333333333,0.4094488188976378,1.0,0.3529411764705882,4,4,4,4,4,4,4.0
3959,0.3333333333333335,0.0,0.2080217539089055,0.6529051987767585,0.1468624833110814,0.5483870967741935,0.2640562248995984,0.1451612903225806,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.1850393700787401,0.0,0.1176470588235294,2,2,2,2,2,2,2.0
9435,0.1666666666666669,0.3643410852713178,0.3840924541128484,0.6162079510703364,0.1829105473965287,0.3225806451612905,0.1927710843373493,0.2903225806451613,0.0666666666666666,0.9999999999999998,0.0,0.1535433070866141,0.5,0.1764705882352941,1,1,1,1,1,1,1.0
12496,0.1666666666666669,0.0620155038759689,0.2769091321096759,0.7599388379204893,0.0467289719626168,0.5483870967741935,0.3704819277108434,0.7419354838709676,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,3,2,2,2,3,4,2.0
13725,0.1666666666666669,0.0930232558139534,0.2071153410378427,0.6330275229357799,0.0841121495327102,0.5161290322580645,0.4056224899598393,0.8548387096774194,0.4333333333333333,0.0,0.3333333333333333,0.405511811023622,1.0,0.3529411764705882,4,4,4,4,4,4,4.0
21481,0.8333333333333335,0.5426356589147286,0.5767051892136869,0.5657492354740061,0.0841121495327102,0.5161290322580645,0.2319277108433735,0.3870967741935484,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.1141732283464566,0.25,0.0588235294117647,2,1,1,2,2,3,1.0
8642,0.1666666666666669,0.2790697674418604,0.3081803761613415,0.6758409785932722,0.157543391188251,0.6774193548387095,0.1736947791164658,0.3064516129032258,0.0666666666666666,0.9999999999999998,0.0,0.2047244094488189,0.5,0.0,1,1,1,1,1,1,1.0
2135,0.1666666666666669,0.6589147286821705,0.5499660095173352,0.5978593272171254,0.2149532710280373,0.5483870967741935,0.2640562248995984,0.1774193548387096,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0157480314960629,0.5,0.0,1,1,1,1,1,1,1.0
12864,0.1666666666666669,0.7209302325581395,0.6014049399501473,0.6865443425076453,1.0,0.5161290322580645,0.9176706827309238,0.7258064516129031,0.4333333333333333,0.0,0.0,0.0157480314960629,0.5,0.0,3,3,3,3,3,3,3.0
22384,1.0,0.7906976744186046,0.6539768864717879,0.5412844036697249,0.6595460614152202,0.4516129032258065,0.9016064257028112,0.4032258064516129,0.0666666666666666,0.3720930232558138,0.0,0.0354330708661417,0.5,0.0,2,2,2,2,2,2,2.0
14559,0.1666666666666669,0.4263565891472868,0.4516202130070247,0.7140672782874619,0.6755674232309745,0.5483870967741935,0.9096385542168676,0.6774193548387096,0.4333333333333333,0.0,0.3333333333333333,0.0669291338582677,0.25,0.0588235294117647,3,3,3,3,3,3,3.0
16598,0.3333333333333335,0.9457364341085271,0.7856333559936551,0.6314984709480123,0.0934579439252336,0.4193548387096775,0.2951807228915662,0.7096774193548386,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0354330708661417,1.0,0.0,3,2,2,3,3,2,2.0
13834,0.1666666666666669,0.5581395348837209,0.7733967822343077,0.7415902140672783,0.2456608811748998,0.4516129032258065,0.7399598393574297,0.8870967741935484,0.4333333333333333,0.0,0.3333333333333333,0.3188976377952756,1.0,0.4705882352941176,4,4,4,4,4,4,4.0
13245,0.1666666666666669,0.813953488372093,0.6816224790392024,0.7018348623853211,0.089452603471295,0.4193548387096775,0.216867469879518,0.8870967741935484,0.4333333333333333,0.0,0.3333333333333333,0.3385826771653543,0.75,0.0588235294117647,4,4,4,4,4,4,4.0
13312,0.1666666666666669,0.5813953488372093,0.4919555857693179,0.6314984709480123,0.0734312416555407,0.4193548387096775,0.2008032128514056,0.8548387096774194,0.4333333333333333,0.0,0.0,0.3464566929133858,0.25,0.3529411764705882,4,4,4,4,4,4,4.0
12722,0.1666666666666669,0.7441860465116279,0.7860865624291865,0.672782874617737,0.9626168224299064,0.5161290322580645,0.9919678714859438,0.8064516129032259,0.4333333333333333,0.0,0.0,0.0354330708661417,0.5,0.0,4,3,3,3,3,3,3.0
4836,0.3333333333333335,0.6124031007751938,0.6501246317697711,0.5428134556574924,0.2296395193591455,0.5483870967741935,0.2640562248995984,0.2419354838709676,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0472440944881889,0.0,0.0,2,2,2,2,1,2,2.0
16108,0.3333333333333335,0.0077519379844961,0.2234307727169726,0.6055045871559633,0.0360480640854472,0.5161290322580645,0.2319277108433735,0.7419354838709676,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.1850393700787401,0.5,0.1176470588235294,3,3,3,3,3,3,3.0
15867,0.3333333333333335,0.0542635658914728,0.2605937004305461,0.7155963302752294,0.041388518024032,0.5483870967741935,0.2319277108433735,0.5967741935483871,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0472440944881889,0.0,0.0,2,2,2,2,2,2,2.0
13219,0.1666666666666669,0.751937984496124,0.6227056424201224,0.7293577981651377,0.109479305740988,0.5161290322580645,0.3815261044176706,0.7419354838709676,0.4333333333333333,0.0,0.3333333333333333,0.0236220472440944,0.5,0.0,3,4,4,3,3,4,4.0
20149,0.8333333333333335,0.1550387596899224,0.3605257194652164,0.5840978593272171,0.0520694259012016,0.4516129032258065,0.2008032128514056,0.4032258064516129,0.4333333333333333,0.0,0.3666666666666667,0.374015748031496,0.0,0.5294117647058824,3,3,3,3,3,3,3.0
12708,0.1666666666666669,0.7054263565891473,0.592794017675051,0.6314984709480123,1.0,0.5161290322580645,0.92570281124498,0.8225806451612904,0.4333333333333333,0.0,0.0,0.0708661417322834,0.5,0.0,3,3,3,3,3,3,3.0
13240,0.1666666666666669,0.7906976744186046,0.6596419669159302,0.6529051987767585,0.0987983978638184,0.4193548387096775,0.2439759036144578,0.8548387096774194,0.4333333333333333,0.0,0.3333333333333333,0.3228346456692913,1.0,0.0588235294117647,4,4,4,4,4,4,4.0
2426,0.1666666666666669,0.5736434108527132,0.6072966236120553,0.6529051987767585,0.9532710280373832,0.5483870967741935,0.2640562248995984,0.2258064516129031,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0157480314960629,0.5,0.0,1,1,1,1,1,1,1.0
13576,0.1666666666666669,0.8682170542635659,0.7278495354634036,0.6880733944954129,0.1041388518024031,0.4516129032258065,0.2560240963855422,0.8870967741935484,0.4333333333333333,0.0,0.3333333333333333,0.0196850393700787,1.0,0.0588235294117647,4,4,3,4,4,4,4.0
13574,0.1666666666666669,0.8527131782945736,0.7117607070020394,0.7048929663608563,0.0934579439252336,0.4516129032258065,0.1967871485943775,0.8870967741935484,0.4333333333333333,0.0,0.3333333333333333,0.0157480314960629,1.0,0.0588235294117647,4,4,3,4,4,4,4.0
13424,0.1666666666666669,0.5813953488372093,0.613414910491729,0.6024464831804281,0.6488651535380507,0.5161290322580645,0.8624497991967872,0.7903225806451614,0.4333333333333333,0.0,0.3333333333333333,0.1496062992125984,0.5,0.1176470588235294,4,4,4,4,4,4,4.0
17794,0.3333333333333335,0.7906976744186046,0.6566961250849762,0.6788990825688074,0.0934579439252336,0.4193548387096775,0.2399598393574297,0.5322580645161291,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0314960629921259,0.5,0.0588235294117647,2,3,2,3,2,2,2.0
10670,0.1666666666666669,0.1550387596899224,0.4035803308406979,0.5795107033639144,0.3351134846461949,0.7419354838709675,0.6024096385542168,0.2419354838709676,0.0,0.9999999999999998,0.0,0.1181102362204724,0.5,0.0588235294117647,1,1,1,1,1,1,1.0
20091,0.8333333333333335,0.6356589147286822,0.6714253342397463,0.6192660550458716,0.1201602136181575,0.5161290322580645,0.358433734939759,0.3870967741935484,1.0,0.3720930232558138,0.0,0.0196850393700787,0.5,0.0,1,2,2,1,2,1,2.0
14718,0.1666666666666669,0.5891472868217054,0.6324495807840471,0.5519877675840978,0.0934579439252336,0.4193548387096775,0.2439759036144578,0.7903225806451614,0.4333333333333333,0.0,0.3333333333333333,0.3070866141732283,1.0,0.3529411764705882,4,4,4,4,4,4,4.0
16114,0.3333333333333335,0.0310077519379844,0.2089281667799682,0.6957186544342508,0.0574098798397864,0.5161290322580645,0.3303212851405622,0.7419354838709676,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.1850393700787401,0.5,0.1176470588235294,3,3,3,3,3,3,3.0
12865,0.1666666666666669,0.7209302325581395,0.6043507817811014,0.6697247706422019,1.0,0.5161290322580645,0.9176706827309238,0.7258064516129031,0.4333333333333333,0.0,0.0,0.0118110236220472,0.5,0.0,3,3,3,3,3,3,3.0
10419,0.1666666666666669,0.2945736434108527,0.4319057330614095,0.7599388379204893,0.3711615487316421,0.8064516129032255,0.5983935742971888,0.3064516129032258,0.0,0.9999999999999998,0.0,0.2244094488188976,0.5,0.1176470588235294,1,1,1,1,1,1,1.0
22431,1.0,0.8372093023255813,0.7036029911624745,0.3470948012232416,0.1041388518024031,0.3870967741935485,0.2640562248995984,0.3870967741935484,0.0666666666666666,0.3720930232558138,0.0,0.2677165354330708,0.0,0.1176470588235294,3,3,3,3,3,2,3.0
4818,0.3333333333333335,0.6666666666666666,0.7054158169046001,0.6529051987767585,0.7489986648865152,0.5483870967741935,0.2640562248995984,0.1129032258064516,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.1811023622047244,0.0,0.0588235294117647,3,3,3,3,3,3,3.0
3630,0.3333333333333335,0.5116279069767442,0.5431679129843644,0.6926605504587157,0.2149532710280373,0.5483870967741935,0.2640562248995984,0.1290322580645161,0.0333333333333333,0.9999999999999998,0.1958333333333333,0.0826771653543307,0.0,0.1176470588235294,2,2,2,2,2,2,2.0
16038,0.3333333333333335,0.0930232558139534,0.2109675957398595,0.6865443425076453,0.0520694259012016,0.6451612903225805,0.3704819277108434,0.7258064516129031,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.1574803149606299,0.0,0.0588235294117647,3,3,3,3,3,3,3.0
14712,0.1666666666666669,0.6124031007751938,0.6519374575118967,0.6819571865443426,0.0841121495327102,0.4516129032258065,0.2008032128514056,0.7903225806451614,0.4333333333333333,0.0,0.3333333333333333,0.2795275590551181,0.5,0.3529411764705882,4,4,4,4,4,4,4.0
9169,0.1666666666666669,0.0,0.2023566734647632,0.6529051987767585,0.1468624833110814,0.3548387096774195,0.2279116465863453,0.1451612903225806,0.0666666666666666,0.9999999999999998,0.0,0.1181102362204724,0.5,0.0,1,1,1,1,1,1,1.0
18212,0.3333333333333335,0.2325581395348837,0.5094040335372763,0.7415902140672783,0.198931909212283,0.5161290322580645,0.6375502008032129,0.4677419354838709,0.0666666666666666,0.3720930232558138,0.3333333333333333,0.0433070866141732,0.5,0.1176470588235294,2,2,2,2,2,2,2.0
20920,0.8333333333333335,0.4961240310077519,0.5436211194198958,0.617737003058104,0.4606141522029373,0.4193548387096775,0.8785140562248996,0.4677419354838709,0.0666666666666666,0.2480620155038759,0.0,0.0472440944881889,0.75,0.0,1,1,2,1,1,1,1.0
14605,0.1666666666666669,0.4418604651162791,0.4679356446861545,0.8394495412844037,0.6595460614152202,0.4516129032258065,0.9136546184738956,0.6612903225806451,0.4333333333333333,0.0,0.3333333333333333,0.0393700787401574,1.0,0.1176470588235294,2,2,3,2,3,2,2.0
18968,0.8333333333333335,0.4186046511627906,0.5782914117380467,0.7599388379204893,0.7276368491321761,0.5483870967741935,0.9016064257028112,0.4677419354838709,0.0666666666666666,0.2480620155038759,0.1999999999999999,0.0629921259842519,0.5,0.0588235294117647,2,2,2,2,2,2,2.0
1651,0.1666666666666669,0.6744186046511628,0.5742125538182642,0.6529051987767585,0.623497997329773,0.0,0.8112449799196787,0.1451612903225806,0.0333333333333333,0.9999999999999998,0.0124999999999999,0.0078740157480314,1.0,0.0,1,1,1,1,1,1,1.0
14693,0.1666666666666669,0.5348837209302325,0.5696804894629504,0.6345565749235474,0.0841121495327102,0.4193548387096775,0.216867469879518,0.7258064516129031,0.4333333333333333,0.0,0.3333333333333333,0.0787401574803149,0.5,0.1176470588235294,3,3,3,3,3,4,3.0
20819,0.8333333333333335,0.6744186046511628,0.7162927713573533,0.5045871559633028,0.1041388518024031,0.4193548387096775,0.2399598393574297,0.4516129032258064,0.0666666666666666,0.2480620155038759,0.0,0.0748031496062992,0.5,0.0588235294117647,2,1,2,2,2,2,2.0
809,0.1666666666666669,0.5968992248062015,0.5001133016088829,0.6896024464831805,0.3190921228304406,0.6451612903225805,0.4999999999999999,0.0483870967741935,0.1333333333333333,0.3720930232558138,0.0999999999999999,0.0433070866141732,0.5,0.0588235294117647,2,2,2,1,1,2,2.0
13619,0.1666666666666669,0.751937984496124,0.628823929299796,0.6330275229357799,0.0934579439252336,0.4193548387096775,0.2439759036144578,0.7419354838709676,0.4333333333333333,0.0,0.3333333333333333,0.0275590551181102,1.0,0.0,3,3,3,3,3,3,3.0
5131,0.3333333333333335,0.5503875968992248,0.4579651031044641,0.691131498470948,0.1935914552736982,0.5483870967741935,0.2640562248995984,0.0483870967741935,0.0333333333333333,0.9999999999999998,0.0541666666666666,0.1181102362204724,0.75,0.0588235294117647,2,1,1,1,1,2,1.0
5891,0.0,0.6744186046511628,0.5649218218898708,0.6529051987767585,0.9532710280373832,0.7419354838709675,0.8112449799196787,0.2903225806451613,0.0666666666666666,0.9999999999999998,0.0,0.0669291338582677,1.0,0.0,1,1,1,1,1,2,1.0
