,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,distance_travelled,engine_load_value,latitude,longitude,altitude,id_vehicle,heart_rate,body_temperature,id_driver,current_weather,has_precipitation,is_day_time,temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,cloud_cover,ceiling,pressure,precipitation,accidents_onsite,design_speed,accidents_time
11,18,0.0,602.0,0.0,12.9,91.0,13.4,0.0,24.3,-0.297923,-78.460489,2488.0,2,59.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
12,18,0.0,603.0,0.0,12.9,91.0,13.5,0.0,23.9,-0.297923,-78.460489,2488.0,2,59.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
13,18,0.0,601.0,0.0,12.9,91.0,13.5,0.0,23.9,-0.297923,-78.460489,2488.0,2,59.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
14,18,0.0,602.0,0.0,12.9,91.0,13.5,0.0,24.7,-0.297923,-78.460489,2488.0,2,59.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
15,18,0.0,617.0,0.0,12.9,91.0,13.4,0.0,24.3,-0.297923,-78.460489,2488.0,2,59.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
16,18,0.0,614.0,0.0,12.9,91.0,13.5,0.0,24.7,-0.297923,-78.460489,2488.0,2,59.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
17,18,0.0,590.0,0.0,12.9,91.0,13.4,0.0,24.3,-0.297923,-78.460489,2488.0,2,59.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
18,18,0.0,606.0,0.0,12.9,91.0,13.5,0.0,24.3,-0.297923,-78.460489,2488.0,2,62.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
19,18,0.0,611.0,0.0,12.9,91.0,13.5,0.0,23.5,-0.297923,-78.460489,2488.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
20,18,0.0,605.0,0.0,12.9,91.0,13.4,0.0,24.3,-0.297923,-78.460489,2488.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
21,18,0.0,614.0,0.0,12.9,91.0,13.5,0.0,23.9,-0.297923,-78.460489,2488.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
22,18,0.0,608.0,0.0,12.9,91.0,13.4,0.0,23.5,-0.298,-78.460608,2488.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
23,18,0.0,611.0,0.0,12.9,91.0,13.4,0.0,24.7,-0.297923,-78.460489,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
24,18,0.0,614.0,0.0,12.5,91.0,13.4,0.0,23.9,-0.297923,-78.460489,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
25,18,0.0,606.0,0.0,12.9,91.0,13.3,0.0,23.5,-0.297923,-78.460489,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
26,18,0.0,616.0,0.0,12.9,91.0,13.4,0.0,24.7,-0.297929,-78.460488,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
27,18,0.0,596.0,0.0,12.5,91.0,13.3,0.0,23.9,-0.297929,-78.460488,2489.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
28,18,0.0,595.0,0.0,12.9,91.0,13.4,0.0,23.9,-0.297929,-78.460488,2489.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
29,18,0.0,603.0,0.0,12.9,91.0,13.3,0.0,25.1,-0.297929,-78.460488,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
30,18,0.0,612.0,0.0,12.9,91.0,13.5,0.0,24.7,-0.297929,-78.460488,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
31,18,0.0,599.0,0.0,12.9,91.0,13.3,0.0,24.3,-0.297929,-78.460488,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
32,18,0.0,597.0,0.0,12.9,91.0,13.2,0.0,25.1,-0.297929,-78.460488,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
33,18,0.0,613.0,0.0,12.9,91.0,13.2,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
34,18,0.0,604.0,0.0,12.9,92.0,13.3,0.0,24.3,-0.297933,-78.46049,2486.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
35,18,0.0,603.0,0.0,12.9,92.0,13.4,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
36,18,0.0,611.0,0.0,12.9,92.0,13.5,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
37,18,0.0,603.0,0.0,12.9,92.0,13.1,0.0,24.7,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
38,18,0.0,605.0,0.0,12.9,92.0,13.1,0.0,24.7,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
39,18,0.0,605.0,0.0,12.9,92.0,13.5,0.0,23.5,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
40,18,0.0,607.0,0.0,12.9,92.0,13.2,0.0,23.9,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
41,18,0.0,606.0,0.0,12.9,92.0,13.3,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
42,18,0.0,609.0,0.0,12.9,92.0,13.3,0.0,24.3,-0.297982,-78.460612,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
43,18,0.0,610.0,0.0,12.9,92.0,13.3,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
44,18,0.0,601.0,0.0,12.9,92.0,13.1,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
45,18,0.0,606.0,0.0,12.9,93.0,13.0,0.0,24.7,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
46,18,0.0,594.0,0.0,12.9,93.0,12.6,0.0,25.9,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
47,18,0.0,594.0,0.0,12.9,93.0,12.5,0.0,26.7,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
48,18,0.0,597.0,0.0,12.9,93.0,12.8,0.0,27.1,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
49,18,0.0,599.0,0.0,12.5,93.0,13.0,0.0,25.9,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
50,18,0.0,607.0,0.0,12.9,93.0,13.0,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
51,18,0.0,602.0,0.0,12.9,93.0,13.0,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
52,18,0.0,602.0,0.0,12.9,93.0,13.2,0.0,24.7,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
53,18,0.0,608.0,0.0,12.9,93.0,13.2,0.0,24.7,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
54,18,0.0,604.0,0.0,12.9,93.0,13.1,0.0,24.7,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
55,18,0.0,605.0,0.0,12.9,93.0,13.0,0.0,26.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
56,18,0.0,601.0,0.0,12.9,93.0,13.1,0.0,25.9,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
57,18,0.0,603.0,0.0,12.9,93.0,13.0,0.0,25.1,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
58,18,0.0,605.0,0.0,12.9,93.0,12.8,0.0,25.1,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
59,18,0.0,597.0,0.0,12.9,93.0,12.8,0.0,24.3,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
60,18,0.0,602.0,0.0,12.9,93.0,13.0,0.0,24.7,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
61,18,0.0,611.0,0.0,12.5,93.0,13.2,0.0,25.9,-0.297933,-78.46049,2489.0,2,66.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
62,18,0.0,606.0,0.0,12.5,93.0,13.2,0.0,25.1,-0.297969,-78.460653,2489.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
63,18,0.0,600.0,0.0,12.5,93.0,13.4,0.0,25.1,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
64,18,0.0,605.0,0.0,12.5,93.0,13.3,0.0,25.5,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
65,18,0.0,601.0,0.0,12.5,93.0,13.2,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
66,18,0.0,603.0,0.0,12.5,93.0,13.0,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
67,18,0.0,599.0,0.0,12.9,93.0,13.1,0.0,24.3,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
68,18,0.0,609.0,0.0,12.9,93.0,13.4,0.0,24.3,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
69,18,0.0,599.0,0.0,12.9,93.0,13.1,0.0,23.9,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
70,18,0.0,603.0,0.0,12.9,93.0,13.0,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
71,18,0.0,602.0,0.0,12.9,93.0,13.4,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
72,18,0.0,602.0,0.0,12.9,93.0,13.3,0.0,24.3,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
73,18,0.0,601.0,0.0,12.9,93.0,13.0,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
74,18,0.0,604.0,0.0,12.9,93.0,13.3,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
75,18,0.0,603.0,0.0,12.9,93.0,13.3,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
76,18,0.0,604.0,0.0,12.9,93.0,13.2,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
77,18,0.0,607.0,0.0,12.9,93.0,13.1,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
78,18,0.0,600.0,0.0,12.9,93.0,13.2,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
79,18,0.0,601.0,0.0,12.9,93.0,12.7,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
80,18,0.0,604.0,0.0,12.9,93.0,13.3,0.0,24.3,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
81,18,0.0,606.0,0.0,12.9,93.0,13.0,0.0,24.7,-0.297933,-78.46049,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
82,18,0.0,601.0,0.0,12.9,93.0,13.1,0.0,25.1,-0.297969,-78.460605,2485.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
83,18,0.0,604.0,0.0,12.9,93.0,13.2,0.0,24.7,-0.297969,-78.460605,2489.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
84,18,0.0,609.0,0.0,12.9,93.0,13.1,0.0,24.3,-0.297933,-78.46049,2489.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
85,18,0.0,599.0,0.0,12.9,93.0,12.8,0.0,25.9,-0.297933,-78.46049,2489.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
86,18,0.0,600.0,0.0,12.9,93.0,13.1,0.0,26.3,-0.297933,-78.46049,2489.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
87,18,1.0,604.0,0.0,12.5,93.0,13.0,0.0003,24.3,-0.297933,-78.46049,2489.0,2,69.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
88,18,2.0,757.0,0.31,14.1,93.0,13.5,0.0004,32.2,-0.297947,-78.460492,2489.0,2,70.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
89,18,2.0,764.0,-0.25,14.1,94.0,13.4,0.0006,28.2,-0.297951,-78.460492,2488.0,2,70.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
90,18,2.0,823.0,-0.25,14.1,94.0,13.2,0.00039999999999999996,29.8,-0.297956,-78.460494,2488.0,2,70.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
91,18,1.0,754.0,-0.46,12.9,94.0,13.2,0.00010000000000000005,24.7,-0.29796,-78.460495,2489.0,2,70.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
92,18,1.0,649.0,-0.48,14.9,94.0,13.1,0.00010000000000000005,42.4,-0.297965,-78.460496,2489.0,2,70.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
93,18,1.0,769.0,-0.24,13.3,94.0,12.9,0.00010000000000000005,39.6,-0.297968,-78.460498,2485.0,2,70.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
94,18,2.0,910.0,-0.24,31.0,94.0,12.8,9.999999999999983e-05,76.5,-0.297969,-78.460498,2488.0,2,70.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
95,18,7.0,1051.0,1.04,17.3,94.0,12.5,0.0017000000000000001,59.2,-0.297969,-78.460498,2488.0,2,70.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
96,18,11.0,1661.0,0.96,20.4,94.0,12.3,0.0029000000000000002,64.7,-0.297964,-78.460504,2488.0,2,73.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
97,18,16.0,2351.0,1.2,24.3,94.0,12.2,0.0036,70.2,-0.29795,-78.460515,2488.0,2,73.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
98,18,18.0,2690.0,1.19,20.0,94.0,12.0,0.0037,38.4,-0.29793,-78.460536,2488.0,2,73.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
99,18,20.0,2616.0,0.6,33.3,94.0,12.0,0.005800000000000001,69.0,-0.297901,-78.460562,2488.0,2,73.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
100,18,25.0,2052.0,0.79,31.4,94.0,11.9,0.0075,90.2,-0.297856,-78.460595,2487.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
101,18,29.0,2404.0,0.97,31.8,94.0,12.1,0.008699999999999996,86.7,-0.297811,-78.460631,2485.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,10.0,70.0,0.0
102,18,32.0,2695.0,1.06,46.3,94.0,12.0,0.0067000000000000046,89.8,-0.297945,-78.460649,2485.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
103,18,34.0,1890.0,0.38,47.8,94.0,12.0,0.0109,87.5,-0.297706,-78.460727,2485.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
104,18,36.0,1847.0,0.52,50.6,94.0,12.0,0.008,90.2,-0.297646,-78.460778,2485.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
105,18,36.0,1894.0,0.0,15.7,94.0,12.0,0.012700000000000003,20.4,-0.297572,-78.460833,2485.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
106,18,38.0,1941.0,0.23,25.9,94.0,12.0,0.009499999999999995,74.1,-0.297495,-78.460889,2485.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,9.0,70.0,0.0
107,18,39.0,2005.0,0.44,19.2,94.0,12.0,0.010499999999999995,42.0,-0.29742,-78.460945,2485.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,10.0,70.0,0.0
108,18,39.0,2039.0,0.0,16.5,94.0,12.0,0.0097,23.1,-0.297348,-78.461005,2485.0,2,74.0,29.0,5,6,0,0,14.1,17.4,0.0,86.0,8.0,0.0,86.0,3139.0,1019.6,2.2,11.0,70.0,0.0
